munCode,munName,capital,provinceCode,provinceName
24081,Gusendos de los Oteros,Gusendos de los Oteros,24,León
24082,Hospital de Órbigo,Hospital de Órbigo,24,León
24083,Igüeña,Igüeña,24,León
24084,Izagre,Izagre,24,León
24086,Joarilla de las Matas,Joarilla de las Matas,24,León
24087,Laguna Dalga,Laguna Dalga,24,León
24088,Laguna de Negrillos,Laguna de Negrillos,24,León
24089,León,León,24,León
24090,Lucillo,Lucillo,24,León
24091,Luyego,Luyego de Somoza,24,León
24092,Llamas de la Ribera,Llamas de la Ribera,24,León
24093,Magaz de Cepeda,Magaz de Cepeda,24,León
24094,Mansilla de las Mulas,Mansilla de las Mulas,24,León
24095,Mansilla Mayor,Mansilla Mayor,24,León
24096,Maraña,Maraña,24,León
24097,Matadeón de los Oteros,Matadeón de los Oteros,24,León
24098,Matallana de Torío,Robles de la Valcueva,24,León
24099,Matanza,Matanza de los Oteros,24,León
24100,Molinaseca,Molinaseca,24,León
24101,Murias de Paredes,Murias de Paredes,24,León
24102,Noceda del Bierzo,Noceda,24,León
24103,Oencia,Oencia,24,León
24104,Omañas, Las,Omañas, Las,24,León
24105,Onzonilla,Onzonilla,24,León
24106,Oseja de Sajambre,Oseja de Sajambre,24,León
24107,Pajares de los Oteros,Pajares de los Oteros,24,León
24108,Palacios de la Valduerna,Palacios de la Valduerna,24,León
24109,Palacios del Sil,Palacios del Sil,24,León
24110,Páramo del Sil,Páramo del Sil,24,León
24112,Peranzanes,Peranzanes,24,León
24113,Pobladura de Pelayo García,Pobladura de Pelayo García,24,León
24114,Pola de Gordón, La,Pola de Gordón, La,24,León
24115,Ponferrada,Ponferrada,24,León
24116,Posada de Valdeón,Posada de Valdeón,24,León
24117,Pozuelo del Páramo,Pozuelo del Páramo,24,León
24118,Prado de la Guzpeña,Prado de la Guzpeña,24,León
24119,Priaranza del Bierzo,Priaranza del Bierzo,24,León
24120,Prioro,Prioro,24,León
24121,Puebla de Lillo,Puebla de Lillo,24,León
24122,Puente de Domingo Flórez,Puente de Domingo Flórez,24,León
24123,Quintana del Castillo,Quintana del Castillo,24,León
24124,Quintana del Marco,Quintana del Marco,24,León
24125,Quintana y Congosto,Quintana y Congosto,24,León
24127,Regueras de Arriba,Regueras de Arriba,24,León
24129,Reyero,Reyero,24,León
24130,Riaño,Riaño,24,León
24131,Riego de la Vega,Riego de la Vega,24,León
24132,Riello,Riello,24,León
24133,Rioseco de Tapia,Rioseco de Tapia,24,León
24134,Robla, La,Robla, La,24,León
24136,Roperuelos del Páramo,Roperuelos del Páramo,24,León
24137,Sabero,Sabero,24,León
24139,Sahagún,Sahagún,24,León
24141,San Adrián del Valle,San Adrián del Valle,24,León
24142,San Andrés del Rabanedo,San Andrés del Rabanedo,24,León
24143,Sancedo,Sancedo,24,León
24144,San Cristóbal de la Polantera,San Cristóbal de la Polantera,24,León
24145,San Emiliano,San Emiliano,24,León
24146,San Esteban de Nogales,San Esteban de Nogales,24,León
24148,San Justo de la Vega,San Justo de la Vega,24,León
24149,San Millán de los Caballeros,San Millán de los Caballeros,24,León
24150,San Pedro Bercianos,San Pedro Bercianos,24,León
24151,Santa Colomba de Curueño,Santa Colomba de Curueño,24,León
24152,Santa Colomba de Somoza,Santa Colomba de Somoza,24,León
24153,Santa Cristina de Valmadrigal,Santa Cristina de Valmadrigal,24,León
24154,Santa Elena de Jamuz,Santa Elena de Jamuz,24,León
24155,Santa María de la Isla,Santa María de la Isla,24,León
24156,Santa María del Monte de Cea,Santa María del Monte de Cea,24,León
24157,Santa María del Páramo,Santa María del Páramo,24,León
24158,Santa María de Ordás,Santa María de Ordás,24,León
24159,Santa Marina del Rey,Santa Marina del Rey,24,León
24160,Santas Martas,Santas Martas,24,León
24161,Santiago Millas,Santiago Millas,24,León
24162,Santovenia de la Valdoncina,Santovenia de la Valdoncina,24,León
24163,Sariegos,Sariegos del Bernesga,24,León
24164,Sena de Luna,Sena de Luna,24,León
24165,Sobrado,Sobrado,24,León
24166,Soto de la Vega,Soto de la Vega,24,León
24167,Soto y Amío,Soto y Amío,24,León
24168,Toral de los Guzmanes,Toral de los Guzmanes,24,León
24169,Toreno,Toreno,24,León
24170,Torre del Bierzo,Torre del Bierzo,24,León
24171,Trabadelo,Trabadelo,24,León
24172,Truchas,Truchas,24,León
24173,Turcia,Turcia,24,León
24174,Urdiales del Páramo,Urdiales del Páramo,24,León
24175,Valdefresno,Valdefresno,24,León
24176,Valdefuentes del Páramo,Valdefuentes del Páramo,24,León
24177,Valdelugueros,Lugueros,24,León
24178,Valdemora,Valdemora,24,León
24179,Valdepiélago,Valdepiélago,24,León
24180,Valdepolo,Quintana de Rueda,24,León
24181,Valderas,Valderas,24,León
24182,Valderrey,Estación de Valderrey,24,León
24183,Valderrueda,Puente Almuhey                                    ,24,León
24184,Valdesamario,Valdesamario,24,León
24185,Val de San Lorenzo,Val de San Lorenzo,24,León
24187,Valdevimbre,Valdevimbre,24,León
24188,Valencia de Don Juan,Valencia de Don Juan,24,León
24189,Valverde de la Virgen,Valverde de la Virgen,24,León
24190,Valverde-Enrique,Valverde-Enrique,24,León
24191,Vallecillo,Vallecillo,24,León
24193,Vecilla, La,Vecilla, La,24,León
24194,Vegacervera,Vegacervera,24,León
24196,Vega de Espinareda,Vega de Espinareda,24,León
24197,Vega de Infanzones,Vega de Infanzones,24,León
24198,Vega de Valcarce,Vega de Valcarce,24,León
24199,Vegaquemada,Vegaquemada,24,León
24201,Vegas del Condado,Vegas del Condado,24,León
24202,Villablino,Villablino,24,León
24203,Villabraz,Villabraz,24,León
24205,Villadangos del Páramo,Villadangos del Páramo,24,León
24206,Toral de los Vados,Toral de los Vados,24,León
24207,Villademor de la Vega,Villademor de la Vega,24,León
24209,Villafranca del Bierzo,Villafranca del Bierzo,24,León
24210,Villagatón,Brañuelas,24,León
24211,Villamandos,Villamandos,24,León
24212,Villamañán,Villamañán,24,León
24213,Villamartín de Don Sancho,Villamartín de Don Sancho,24,León
24214,Villamejil,Villamejil,24,León
24215,Villamol,Villamol,24,León
24216,Villamontán de la Valduerna,Villamontán de la Valduerna,24,León
24217,Villamoratiel de las Matas,Villamoratiel de las Matas,24,León
24218,Villanueva de las Manzanas,Villanueva de las Manzanas,24,León
24219,Villaobispo de Otero,Villaobispo de Otero,24,León
24221,Villaquejida,Villaquejida,24,León
24222,Villaquilambre,Villaquilambre,24,León
24223,Villarejo de Órbigo,Villarejo de Órbigo,24,León
24224,Villares de Órbigo,Villares de Órbigo,24,León
24225,Villasabariego,Villasabariego,24,León
24226,Villaselán,Villaselán,24,León
24227,Villaturiel,Villaturiel,24,León
24228,Villazala,Villazala,24,León
24229,Villazanzo de Valderaduey,Villazanzo de Valderaduey,24,León
24230,Zotes del Páramo,Zotes del Páramo,24,León
24901,Villamanín,Villamanín,24,León
24902,Villaornate y Castro,Villaornate,24,León
25001,Abella de la Conca,Abella de la Conca,25,Lleida
25002,Àger,Àger,25,Lleida
25003,Agramunt,Agramunt,25,Lleida
25004,Alamús, Els,Alamús, Els,25,Lleida
25005,Alàs i Cerc,Alàs,25,Lleida
25006,Albagés, L,Albagés, L,25,Lleida
25007,Albatàrrec,Albatàrrec,25,Lleida
25008,Albesa,Albesa,25,Lleida
25009,Albi, L,Albi, L,25,Lleida
25010,Alcanó,Alcanó,25,Lleida
25011,Alcarràs,Alcarràs,25,Lleida
25012,Alcoletge,Alcoletge,25,Lleida
25013,Alfarràs,Alfarràs,25,Lleida
25014,Alfés,Alfés,25,Lleida
25015,Algerri,Algerri,25,Lleida
25016,Alguaire,Alguaire,25,Lleida
25017,Alins,Alins,25,Lleida
25019,Almacelles,Almacelles,25,Lleida
25020,Almatret,Almatret,25,Lleida
25021,Almenar,Almenar,25,Lleida
25022,Alòs de Balaguer,Alòs de Balaguer,25,Lleida
25023,Alpicat,Alpicat,25,Lleida
25024,Alt Àneu,València dÀneu,25,Lleida
25025,Naut Aran,Salardú,25,Lleida
25027,Anglesola,Anglesola,25,Lleida
25029,Arbeca,Arbeca,25,Lleida
25030,Pont de Bar, El,Pont de Bar, El,25,Lleida
25031,Arres,Arres de Jos,25,Lleida
25032,Arsèguel,Arsèguel,25,Lleida
25033,Artesa de Lleida,Artesa de Lleida,25,Lleida
25034,Artesa de Segre,Artesa de Segre,25,Lleida
25035,Sentiu de Sió, La,Sentiu de Sió, La,25,Lleida
25036,Aspa,Aspa,25,Lleida
25037,Avellanes i Santa Linya, Les,Avellanes, Les,25,Lleida
25038,Aitona,Aitona,25,Lleida
25039,Baix Pallars,Gerri de la Sal,25,Lleida
25040,Balaguer,Balaguer,25,Lleida
25041,Barbens,Barbens,25,Lleida
25042,Baronia de Rialb, La,Gualter,25,Lleida
25043,Vall de Boí, La,Barruera,25,Lleida
25044,Bassella,Bassella,25,Lleida
25045,Bausen,Bausen,25,Lleida
25046,Belianes,Belianes,25,Lleida
25047,Bellcaire dUrgell,Bellcaire dUrgell,25,Lleida
25048,Bell-lloc dUrgell,Bell-lloc dUrgell,25,Lleida
25049,Bellmunt dUrgell,Bellmunt dUrgell,25,Lleida
25050,Bellpuig,Bellpuig,25,Lleida
25051,Bellver de Cerdanya,Bellver de Cerdanya,25,Lleida
25052,Bellvís,Bellvís,25,Lleida
25053,Benavent de Segrià,Benavent de Segrià,25,Lleida
25055,Biosca,Biosca,25,Lleida
25056,Bovera,Bovera,25,Lleida
25057,Bòrdes, Es,Bòrdes, Es,25,Lleida
25058,Borges Blanques, Les,Borges Blanques, Les,25,Lleida
25059,Bossòst,Bossòst,25,Lleida
25060,Cabanabona,Cabanabona,25,Lleida
25061,Cabó,Cabó,25,Lleida
25062,Camarasa,Camarasa,25,Lleida
25063,Canejan,Canejan,25,Lleida
25064,Castellar de la Ribera,Castellar de la Ribera,25,Lleida
25067,Castelldans,Castelldans,25,Lleida
25068,Castellnou de Seana,Castellnou de Seana,25,Lleida
25069,Castelló de Farfanya,Castelló de Farfanya,25,Lleida
25070,Castellserà,Castellserà,25,Lleida
25071,Cava,Ansovell,25,Lleida
25072,Cervera,Cervera,25,Lleida
25073,Cervià de les Garrigues,Cervià de les Garrigues,25,Lleida
25074,Ciutadilla,Ciutadilla,25,Lleida
25075,Clariana de Cardener,Clariana de Cardener,25,Lleida
25076,Cogul, El,Cogul, El,25,Lleida
25077,Coll de Nargó,Coll de Nargó,25,Lleida
25078,Corbins,Corbins,25,Lleida
25079,Cubells,Cubells,25,Lleida
25081,Espluga Calba, L,Espluga Calba, L,25,Lleida
25082,Espot,Espot,25,Lleida
25085,Estaràs,Estaràs,25,Lleida
25086,Esterri dÀneu,Esterri dÀneu,25,Lleida
25087,Esterri de Cardós,Esterri de Cardós,25,Lleida
25088,Estamariu,Estamariu,25,Lleida
25089,Farrera,Burg,25,Lleida
25092,Floresta, La,Floresta, La,25,Lleida
25093,Fondarella,Fondarella,25,Lleida
25094,Foradada,Foradada,25,Lleida
25096,Fuliola, La,Fuliola, La,25,Lleida
25097,Fulleda,Fulleda,25,Lleida
25098,Gavet de la Conca,Gavet de la Conca,25,Lleida
25099,Golmés,Golmés,25,Lleida
25100,Gósol,Gósol,25,Lleida
25101,Granadella, La,Granadella, La,25,Lleida
25102,Granja dEscarp, La,Granja dEscarp, La,25,Lleida
25103,Granyanella,Curullada, La,25,Lleida
25104,Granyena de Segarra,Granyena de Segarra,25,Lleida
25105,Granyena de les Garrigues,Granyena de les Garrigues,25,Lleida
25109,Guimerà,Guimerà,25,Lleida
25110,Guissona,Guissona,25,Lleida
25111,Guixers,Valls,25,Lleida
25112,Ivars de Noguera,Ivars de Noguera,25,Lleida
25113,Ivars dUrgell,Ivars dUrgell,25,Lleida
25114,Ivorra,Ivorra,25,Lleida
25115,Isona i Conca Dellà,Isona,25,Lleida
25118,Juncosa,Juncosa,25,Lleida
25119,Juneda,Juneda,25,Lleida
25120,Lleida,Lleida,25,Lleida
25121,Les,Les,25,Lleida
25122,Linyola,Linyola,25,Lleida
25123,Lladorre,Lladorre,25,Lleida
25124,Lladurs,Lladurs,25,Lleida
25125,Llardecans,Llardecans,25,Lleida
25126,Llavorsí,Llavorsí,25,Lleida
25127,Lles de Cerdanya,Lles de Cerdanya,25,Lleida
25128,Llimiana,Llimiana,25,Lleida
25129,Llobera,Llobera,25,Lleida
25130,Maldà,Maldà,25,Lleida
25131,Massalcoreig,Massalcoreig,25,Lleida
25132,Massoteres,Massoteres,25,Lleida
25133,Maials,Maials,25,Lleida
25134,Menàrguens,Menàrguens,25,Lleida
25135,Miralcamp,Miralcamp,25,Lleida
25136,Molsosa, La,Molsosa, La,25,Lleida
25137,Mollerussa,Mollerussa,25,Lleida
25138,Montgai,Montgai,25,Lleida
25139,Montellà i Martinet,Martinet,25,Lleida
25140,Montferrer i Castellbò,Montferrer,25,Lleida
25141,Montoliu de Segarra,Montoliu de Segarra,25,Lleida
25142,Montoliu de Lleida,Montoliu de Lleida,25,Lleida
25143,Montornès de Segarra,Montornès de Segarra,25,Lleida
25145,Nalec,Nalec,25,Lleida
25146,Navès,Navès,25,Lleida
25148,Odèn,Cambrils,25,Lleida
25149,Oliana,Oliana,25,Lleida
25150,Oliola,Oliola,25,Lleida
25151,Olius,Pi de Sant Just, El,25,Lleida
25152,Oluges, Les,Oluges, Les,25,Lleida
25153,Omellons, Els,Omellons, Els,25,Lleida
25154,Omells de na Gaia, Els,Omells de na Gaia, Els,25,Lleida
25155,Organyà,Organyà,25,Lleida
25156,Os de Balaguer,Os de Balaguer,25,Lleida
25157,Ossó de Sió,Ossó de Sió,25,Lleida
25158,Palau dAnglesola, El,Palau dAnglesola, El,25,Lleida
25161,Conca de Dalt,Pont de Claverol, El,25,Lleida
25163,Coma i la Pedra, La,Coma, La,25,Lleida
25164,Penelles,Penelles,25,Lleida
25165,Peramola,Peramola,25,Lleida
25166,Pinell de Solsonès,Sant Climenç,25,Lleida
25167,Pinós,Pinós,25,Lleida
25168,Poal, El,Poal, El,25,Lleida
25169,Pobla de Cérvoles, La,Pobla de Cérvoles, La,25,Lleida
25170,Bellaguarda,Bellaguarda,25,Lleida
25171,Pobla de Segur, La,Pobla de Segur, La,25,Lleida
25172,Ponts,Ponts,25,Lleida
25173,Pont de Suert, El,Pont de Suert, El,25,Lleida
25174,Portella, La,Portella, La,25,Lleida
25175,Prats i Sansor,Prats,25,Lleida
25176,Preixana,Preixana,25,Lleida
25177,Preixens,Preixens,25,Lleida
25179,Prullans,Prullans,25,Lleida
25180,Puiggròs,Puiggròs,25,Lleida
25181,Puigverd dAgramunt,Puigverd dAgramunt,25,Lleida
25182,Puigverd de Lleida,Puigverd de Lleida,25,Lleida
25183,Rialp,Rialp,25,Lleida
25185,Ribera dUrgellet,Pla de Sant Tirs, El,25,Lleida
25186,Riner,Miracle, El                                       ,25,Lleida
25189,Rosselló,Rosselló,25,Lleida
25190,Salàs de Pallars,Salàs de Pallars,25,Lleida
25191,Sanaüja,Sanaüja,25,Lleida
25192,Sant Guim de Freixenet,Sant Guim de Freixenet,25,Lleida
25193,Sant Llorenç de Morunys,Sant Llorenç de Morunys,25,Lleida
25194,Sant Ramon,Sant Ramon,25,Lleida
25196,Sant Esteve de la Sarga,Sant Esteve de la Sarga,25,Lleida
25197,Sant Guim de la Plana,Sant Guim de la Plana,25,Lleida
25200,Sarroca de Lleida,Sarroca de Lleida,25,Lleida
25201,Sarroca de Bellera,Sarroca de Bellera,25,Lleida
25202,Senterada,Senterada,25,Lleida
25203,Seu dUrgell, La,Seu dUrgell, La,25,Lleida
25204,Seròs,Seròs,25,Lleida
25205,Sidamon,Sidamon,25,Lleida
25206,Soleràs, El,Soleràs, El,25,Lleida
25207,Solsona,Solsona,25,Lleida
25208,Soriguera,Vilamur                                           ,25,Lleida
25209,Sort,Sort,25,Lleida
25210,Soses,Soses,25,Lleida
25211,Sudanell,Sudanell,25,Lleida
25212,Sunyer,Sunyer,25,Lleida
25215,Talarn,Talarn,25,Lleida
25216,Talavera,Talavera,25,Lleida
25217,Tàrrega,Tàrrega,25,Lleida
25218,Tarrés,Tarrés,25,Lleida
25219,Tarroja de Segarra,Tarroja de Segarra,25,Lleida
25220,Térmens,Térmens,25,Lleida
25221,Tírvia,Tírvia,25,Lleida
25222,Tiurana,Tiurana,25,Lleida
25223,Torà,Torà,25,Lleida
25224,Torms, Els,Torms, Els,25,Lleida
25225,Tornabous,Tornabous,25,Lleida
25226,Torrebesses,Torrebesses,25,Lleida
25227,Torre de Cabdella, La,Torre de Cabdella, La,25,Lleida
25228,Torrefarrera,Torrefarrera,25,Lleida
25230,Torregrossa,Torregrossa,25,Lleida
25231,Torrelameu,Torrelameu,25,Lleida
25232,Torres de Segre,Torres de Segre,25,Lleida
25233,Torre-serona,Torre-serona,25,Lleida
25234,Tremp,Tremp,25,Lleida
25238,Vallbona de les Monges,Vallbona de les Monges,25,Lleida
25239,Valls de Valira, Les,Anserall,25,Lleida
25240,Vallfogona de Balaguer,Vallfogona de Balaguer,25,Lleida
25242,Verdú,Verdú,25,Lleida
25243,Vielha e Mijaran,Vielha,25,Lleida
25244,Vilagrassa,Vilagrassa,25,Lleida
25245,Vilaller,Vilaller,25,Lleida
25247,Vilamòs,Vilamòs,25,Lleida
25248,Vilanova de Bellpuig,Vilanova de Bellpuig,25,Lleida
25249,Vilanova de lAguda,Vilanova de lAguda,25,Lleida
25250,Vilanova de Meià,Vilanova de Meià,25,Lleida
25251,Vilanova de Segrià,Vilanova de Segrià,25,Lleida
25252,Vila-sana,Vila-sana,25,Lleida
25253,Vilosell, El,Vilosell, El,25,Lleida
25254,Vilanova de la Barca,Vilanova de la Barca,25,Lleida
25255,Vinaixa,Vinaixa,25,Lleida
25901,Vall de Cardós,Ribera de Cardós,25,Lleida
25902,Sant Martí de Riucorb,Sant Martí de Maldà,25,Lleida
25903,Guingueta dÀneu, La,Guingueta dÀneu, La,25,Lleida
25904,Castell de Mur,Guàrdia de Tremp,25,Lleida
25905,Ribera dOndara,Sant Antolí i Vilanova,25,Lleida
25906,Valls dAguilar, Les,Noves de Segre,25,Lleida
25907,Torrefeta i Florejacs,Torrefeta,25,Lleida
25908,Fígols i Alinyà,Fígols,25,Lleida
25909,Vansa i Fórnols, La,Sorribes de la Vansa,25,Lleida
25910,Josa i Tuixén,Tuixent,25,Lleida
25911,Plans de Sió, Els,Pallargues, Les,25,Lleida
25912,Gimenells i el Pla de la Font,Gimenells,25,Lleida
25913,Riu de Cerdanya,Riu de Cerdanya,25,Lleida
26001,Ábalos,Ábalos,26,Rioja (La)
26002,Agoncillo,Agoncillo,26,Rioja (La)
26003,Aguilar del Río Alhama,Aguilar del Río Alhama,26,Rioja (La)
26004,Ajamil de Cameros,Ajamil de Cameros,26,Rioja (La)
26005,Albelda de Iregua,Albelda de Iregua,26,Rioja (La)
26006,Alberite,Alberite,26,Rioja (La)
26007,Alcanadre,Alcanadre,26,Rioja (La)
26008,Aldeanueva de Ebro,Aldeanueva de Ebro,26,Rioja (La)
26009,Alesanco,Alesanco,26,Rioja (La)
26010,Alesón,Alesón,26,Rioja (La)
26011,Alfaro,Alfaro,26,Rioja (La)
26012,Almarza de Cameros,Almarza de Cameros,26,Rioja (La)
26013,Anguciana,Anguciana,26,Rioja (La)
26014,Anguiano,Anguiano,26,Rioja (La)
26015,Arenzana de Abajo,Arenzana de Abajo,26,Rioja (La)
26016,Arenzana de Arriba,Arenzana de Arriba,26,Rioja (La)
26017,Arnedillo,Arnedillo,26,Rioja (La)
26018,Arnedo,Arnedo,26,Rioja (La)
26019,Arrúbal,Arrúbal,26,Rioja (La)
26020,Ausejo,Ausejo,26,Rioja (La)
26021,Autol,Autol,26,Rioja (La)
26022,Azofra,Azofra,26,Rioja (La)
26023,Badarán,Badarán,26,Rioja (La)
26024,Bañares,Bañares,26,Rioja (La)
26025,Baños de Rioja,Baños de Rioja,26,Rioja (La)
26026,Baños de Río Tobía,Baños de Río Tobía,26,Rioja (La)
26027,Berceo,Berceo,26,Rioja (La)
26028,Bergasa,Bergasa,26,Rioja (La)
26029,Bergasillas Bajera,Bergasillas Bajera,26,Rioja (La)
26030,Bezares,Bezares,26,Rioja (La)
26031,Bobadilla,Bobadilla,26,Rioja (La)
26032,Brieva de Cameros,Brieva de Cameros,26,Rioja (La)
26033,Briñas,Briñas,26,Rioja (La)
26034,Briones,Briones,26,Rioja (La)
26035,Cabezón de Cameros,Cabezón de Cameros,26,Rioja (La)
26036,Calahorra,Calahorra,26,Rioja (La)
26037,Camprovín,Camprovín,26,Rioja (La)
26038,Canales de la Sierra,Canales de la Sierra,26,Rioja (La)
26039,Canillas de Río Tuerto,Canillas de Río Tuerto,26,Rioja (La)
26040,Cañas,Cañas,26,Rioja (La)
26041,Cárdenas,Cárdenas,26,Rioja (La)
26042,Casalarreina,Casalarreina,26,Rioja (La)
26043,Castañares de Rioja,Castañares de Rioja,26,Rioja (La)
26044,Castroviejo,Castroviejo,26,Rioja (La)
26045,Cellorigo,Cellorigo,26,Rioja (La)
26046,Cenicero,Cenicero,26,Rioja (La)
26047,Cervera del Río Alhama,Cervera del Río Alhama,26,Rioja (La)
26048,Cidamón,Cidamón,26,Rioja (La)
26049,Cihuri,Cihuri,26,Rioja (La)
26050,Cirueña,Cirueña,26,Rioja (La)
26051,Clavijo,Clavijo,26,Rioja (La)
26052,Cordovín,Cordovín,26,Rioja (La)
26053,Corera,Corera,26,Rioja (La)
26054,Cornago,Cornago,26,Rioja (La)
26055,Corporales,Corporales,26,Rioja (La)
26056,Cuzcurrita de Río Tirón,Cuzcurrita de Río Tirón,26,Rioja (La)
26057,Daroca de Rioja,Daroca de Rioja,26,Rioja (La)
26058,Enciso,Enciso,26,Rioja (La)
26059,Entrena,Entrena,26,Rioja (La)
26060,Estollo,Estollo,26,Rioja (La)
26061,Ezcaray,Ezcaray,26,Rioja (La)
26062,Foncea,Foncea,26,Rioja (La)
26063,Fonzaleche,Fonzaleche,26,Rioja (La)
26064,Fuenmayor,Fuenmayor,26,Rioja (La)
26065,Galbárruli,Galbárruli,26,Rioja (La)
26066,Galilea,Galilea,26,Rioja (La)
26067,Gallinero de Cameros,Gallinero de Cameros,26,Rioja (La)
26068,Gimileo,Gimileo,26,Rioja (La)
26069,Grañón,Grañón,26,Rioja (La)
26070,Grávalos,Grávalos,26,Rioja (La)
26071,Haro,Haro,26,Rioja (La)
26072,Herce,Herce,26,Rioja (La)
26073,Herramélluri,Herramélluri,26,Rioja (La)
26074,Hervías,Hervías,26,Rioja (La)
26075,Hormilla,Hormilla,26,Rioja (La)
26076,Hormilleja,Hormilleja,26,Rioja (La)
26077,Hornillos de Cameros,Hornillos de Cameros,26,Rioja (La)
26078,Hornos de Moncalvillo,Hornos de Moncalvillo,26,Rioja (La)
26079,Huércanos,Huércanos,26,Rioja (La)
26080,Igea,Igea,26,Rioja (La)
26081,Jalón de Cameros,Jalón de Cameros,26,Rioja (La)
26082,Laguna de Cameros,Laguna de Cameros,26,Rioja (La)
26083,Lagunilla del Jubera,Lagunilla del Jubera,26,Rioja (La)
26084,Lardero,Lardero,26,Rioja (La)
26086,Ledesma de la Cogolla,Ledesma de la Cogolla,26,Rioja (La)
26087,Leiva,Leiva,26,Rioja (La)
26088,Leza de Río Leza,Leza de Río Leza,26,Rioja (La)
26089,Logroño,Logroño,26,Rioja (La)
26091,Lumbreras,Lumbreras,26,Rioja (La)
26092,Manjarrés,Manjarrés,26,Rioja (La)
26093,Mansilla de la Sierra,Mansilla de la Sierra,26,Rioja (La)
26094,Manzanares de Rioja,Manzanares de Rioja,26,Rioja (La)
26095,Matute,Matute,26,Rioja (La)
26096,Medrano,Medrano,26,Rioja (La)
26098,Munilla,Munilla,26,Rioja (La)
26099,Murillo de Río Leza,Murillo de Río Leza,26,Rioja (La)
26100,Muro de Aguas,Muro de Aguas,26,Rioja (La)
26101,Muro en Cameros,Muro en Cameros,26,Rioja (La)
26102,Nájera,Nájera,26,Rioja (La)
26103,Nalda,Nalda,26,Rioja (La)
26104,Navajún,Navajún,26,Rioja (La)
26105,Navarrete,Navarrete,26,Rioja (La)
26106,Nestares,Nestares,26,Rioja (La)
26107,Nieva de Cameros,Nieva de Cameros,26,Rioja (La)
26108,Ocón,Molinos de Ocón, Los,26,Rioja (La)
26109,Ochánduri,Ochánduri,26,Rioja (La)
26110,Ojacastro,Ojacastro,26,Rioja (La)
26111,Ollauri,Ollauri,26,Rioja (La)
26112,Ortigosa de Cameros,Ortigosa de Cameros,26,Rioja (La)
26113,Pazuengos,Pazuengos,26,Rioja (La)
26114,Pedroso,Pedroso,26,Rioja (La)
26115,Pinillos,Pinillos,26,Rioja (La)
26117,Pradejón,Pradejón,26,Rioja (La)
26118,Pradillo,Pradillo,26,Rioja (La)
26119,Préjano,Préjano,26,Rioja (La)
26120,Quel,Quel,26,Rioja (La)
26121,Rabanera,Rabanera,26,Rioja (La)
26122,Rasillo de Cameros, El,Rasillo de Cameros, El,26,Rioja (La)
26123,Redal, El,Redal, El,26,Rioja (La)
26124,Ribafrecha,Ribafrecha,26,Rioja (La)
26125,Rincón de Soto,Rincón de Soto,26,Rioja (La)
26126,Robres del Castillo,Robres del Castillo,26,Rioja (La)
26127,Rodezno,Rodezno,26,Rioja (La)
26128,Sajazarra,Sajazarra,26,Rioja (La)
26129,San Asensio,San Asensio,26,Rioja (La)
26130,San Millán de la Cogolla,San Millán de la Cogolla,26,Rioja (La)
26131,San Millán de Yécora,San Millán de Yécora,26,Rioja (La)
26132,San Román de Cameros,San Román de Cameros,26,Rioja (La)
26134,Santa Coloma,Santa Coloma,26,Rioja (La)
26135,Santa Engracia del Jubera,Santa Engracia del Jubera,26,Rioja (La)
26136,Santa Eulalia Bajera,Santa Eulalia Bajera,26,Rioja (La)
26138,Santo Domingo de la Calzada,Santo Domingo de la Calzada,26,Rioja (La)
26139,San Torcuato,San Torcuato,26,Rioja (La)
26140,Santurde de Rioja,Santurde de Rioja,26,Rioja (La)
26141,Santurdejo,Santurdejo,26,Rioja (La)
26142,San Vicente de la Sonsierra,San Vicente de la Sonsierra,26,Rioja (La)
26143,Sojuela,Sojuela,26,Rioja (La)
26144,Sorzano,Sorzano,26,Rioja (La)
26145,Sotés,Sotés,26,Rioja (La)
26146,Soto en Cameros,Soto en Cameros,26,Rioja (La)
26147,Terroba,Terroba,26,Rioja (La)
26148,Tirgo,Tirgo,26,Rioja (La)
26149,Tobía,Tobía,26,Rioja (La)
26150,Tormantos,Tormantos,26,Rioja (La)
26151,Torrecilla en Cameros,Torrecilla en Cameros,26,Rioja (La)
26152,Torrecilla sobre Alesanco,Torrecilla sobre Alesanco,26,Rioja (La)
26153,Torre en Cameros,Torre en Cameros,26,Rioja (La)
26154,Torremontalbo,Torremontalbo,26,Rioja (La)
26155,Treviana,Treviana,26,Rioja (La)
26157,Tricio,Tricio,26,Rioja (La)
26158,Tudelilla,Tudelilla,26,Rioja (La)
26160,Uruñuela,Uruñuela,26,Rioja (La)
26161,Valdemadera,Valdemadera,26,Rioja (La)
26162,Valgañón,Valgañón,26,Rioja (La)
26163,Ventosa,Ventosa,26,Rioja (La)
26164,Ventrosa,Ventrosa,26,Rioja (La)
26165,Viguera,Viguera,26,Rioja (La)
26166,Villalba de Rioja,Villalba de Rioja,26,Rioja (La)
26167,Villalobar de Rioja,Villalobar de Rioja,26,Rioja (La)
26168,Villamediana de Iregua,Villamediana de Iregua,26,Rioja (La)
26169,Villanueva de Cameros,Villanueva de Cameros,26,Rioja (La)
26170,Villar de Arnedo, El,Villar de Arnedo, El,26,Rioja (La)
26171,Villar de Torre,Villar de Torre,26,Rioja (La)
26172,Villarejo,Villarejo,26,Rioja (La)
26173,Villarroya,Villarroya,26,Rioja (La)
26174,Villarta-Quintana,Villarta-Quintana,26,Rioja (La)
